Alpha;Beta;Iterations
0.9;0.72;1000
0.9;0.73;1000
0.9;0.74;1000
0.9;0.75;1000
0.9;0.76;1000
0.9;0.77;1000
0.9;0.78;1000
0.9;0.79;1000
0.9;0.8;1000
0.9;0.81;1000
0.9;0.82;1000
0.9;0.83;1000
0.9;0.84;1000
0.9;0.85;1000
0.9;0.86;1000
0.9;0.87;1000
0.9;0.88;1000
0.9;0.89;1000
0.9;0.9;1000
0.91;0.0;4
0.91;0.01;4
0.91;0.02;5
0.91;0.03;5
0.91;0.04;5
0.91;0.05;5
0.91;0.06;5
0.91;0.07;5
0.91;0.08;5
0.91;0.09;1000
0.91;0.1;1000
0.91;0.11;1000
0.91;0.12;1000
0.91;0.13;1000
0.91;0.14;1000
0.91;0.15;1000
0.91;0.16;1000
0.91;0.17;1000
0.91;0.18;1000
0.91;0.19;1000
0.91;0.2;1000
0.91;0.21;1000
0.91;0.22;1000
0.91;0.23;1000
0.91;0.24;1000
0.91;0.25;1000
0.91;0.26;1000
0.91;0.27;1000
0.91;0.28;1000
0.91;0.29;1000
0.91;0.3;1000
0.91;0.31;1000
0.91;0.32;1000
0.91;0.33;1000
0.91;0.34;1000
0.91;0.35;1000
0.91;0.36;1000
0.91;0.37;1000
0.91;0.38;1000
0.91;0.39;1000
0.91;0.4;1000
0.91;0.41;1000
0.91;0.42;1000
0.91;0.43;1000
0.91;0.44;1000
0.91;0.45;1000
0.91;0.46;1000
0.91;0.47;1000
0.91;0.48;1000
0.91;0.49;1000
0.91;0.5;1000
0.91;0.51;1000
0.91;0.52;1000
0.91;0.53;1000
0.91;0.54;1000
0.91;0.55;1000
0.91;0.56;1000
0.91;0.57;1000
0.91;0.58;1000
0.91;0.59;1000
0.91;0.6;1000
0.91;0.61;1000
0.91;0.62;1000
0.91;0.63;1000
0.91;0.64;1000
0.91;0.65;1000
0.91;0.66;1000
0.91;0.67;1000
0.91;0.68;1000
0.91;0.69;1000
0.91;0.7;1000
0.91;0.71;1000
0.91;0.72;1000
0.91;0.73;1000
0.91;0.74;1000
0.91;0.75;1000
0.91;0.76;1000
0.91;0.77;1000
0.91;0.78;1000
0.91;0.79;1000
0.91;0.8;1000
0.91;0.81;1000
0.91;0.82;1000
0.91;0.83;1000
0.91;0.84;1000
0.91;0.85;1000
0.91;0.86;1000
0.91;0.87;1000
0.91;0.88;1000
0.91;0.89;1000
0.91;0.9;1000
0.91;0.91;1000
0.92;0.0;4
0.92;0.01;4
0.92;0.02;5
0.92;0.03;5
0.92;0.04;5
0.92;0.05;5
0.92;0.06;5
0.92;0.07;5
0.92;0.08;1000
0.92;0.09;1000
0.92;0.1;1000
0.92;0.11;1000
0.92;0.12;1000
0.92;0.13;1000
0.92;0.14;1000
0.92;0.15;1000
0.92;0.16;1000
0.92;0.17;1000
0.92;0.18;1000
0.92;0.19;1000
0.92;0.2;1000
0.92;0.21;1000
0.92;0.22;1000
0.92;0.23;1000
0.92;0.24;1000
0.92;0.25;1000
0.92;0.26;1000
0.92;0.27;1000
0.92;0.28;1000
0.92;0.29;1000
0.92;0.3;1000
0.92;0.31;1000
0.92;0.32;1000
0.92;0.33;1000
0.92;0.34;1000
0.92;0.35;1000
0.92;0.36;1000
0.92;0.37;1000
0.92;0.38;1000
0.92;0.39;1000
0.92;0.4;1000
0.92;0.41;1000
0.92;0.42;1000
0.92;0.43;1000
0.92;0.44;1000
0.92;0.45;1000
0.92;0.46;1000
0.92;0.47;1000
0.92;0.48;1000
0.92;0.49;1000
0.92;0.5;1000
0.92;0.51;1000
0.92;0.52;1000
0.92;0.53;1000
0.92;0.54;1000
0.92;0.55;1000
0.92;0.56;1000
0.92;0.57;1000
0.92;0.58;1000
0.92;0.59;1000
0.92;0.6;1000
0.92;0.61;1000
0.92;0.62;1000
0.92;0.63;1000
0.92;0.64;1000
0.92;0.65;1000
0.92;0.66;1000
0.92;0.67;1000
0.92;0.68;1000
0.92;0.69;1000
0.92;0.7;1000
0.92;0.71;1000
0.92;0.72;1000
0.92;0.73;1000
0.92;0.74;1000
0.92;0.75;1000
0.92;0.76;1000
0.92;0.77;1000
0.92;0.78;1000
0.92;0.79;1000
0.92;0.8;1000
0.92;0.81;1000
0.92;0.82;1000
0.92;0.83;1000
0.92;0.84;1000
0.92;0.85;1000
0.92;0.86;1000
0.92;0.87;1000
0.92;0.88;1000
0.92;0.89;1000
0.92;0.9;1000
0.92;0.91;1000
0.92;0.92;1000
0.93;0.0;4
0.93;0.01;4
0.93;0.02;5
0.93;0.03;5
0.93;0.04;5
0.93;0.05;5
0.93;0.06;5
0.93;0.07;1000
0.93;0.08;1000
0.93;0.09;1000
0.93;0.1;1000
0.93;0.11;1000
0.93;0.12;1000
0.93;0.13;1000
0.93;0.14;1000
0.93;0.15;1000
0.93;0.16;1000
0.93;0.17;1000
0.93;0.18;1000
0.93;0.19;1000
0.93;0.2;1000
0.93;0.21;1000
0.93;0.22;1000
0.93;0.23;1000
0.93;0.24;1000
0.93;0.25;1000
0.93;0.26;1000
0.93;0.27;1000
0.93;0.28;1000
0.93;0.29;1000
0.93;0.3;1000
0.93;0.31;1000
0.93;0.32;1000
0.93;0.33;1000
0.93;0.34;1000
0.93;0.35;1000
0.93;0.36;1000
0.93;0.37;1000
0.93;0.38;1000
0.93;0.39;1000
0.93;0.4;1000
0.93;0.41;1000
0.93;0.42;1000
0.93;0.43;1000
0.93;0.44;1000
0.93;0.45;1000
0.93;0.46;1000
0.93;0.47;1000
0.93;0.48;1000
0.93;0.49;1000
0.93;0.5;1000
0.93;0.51;1000
0.93;0.52;1000
0.93;0.53;1000
0.93;0.54;1000
0.93;0.55;1000
0.93;0.56;1000
0.93;0.57;1000
0.93;0.58;1000
0.93;0.59;1000
0.93;0.6;1000
0.93;0.61;1000
0.93;0.62;1000
0.93;0.63;1000
0.93;0.64;1000
0.93;0.65;1000
0.93;0.66;1000
0.93;0.67;1000
0.93;0.68;1000
0.93;0.69;1000
0.93;0.7;1000
0.93;0.71;1000
0.93;0.72;1000
0.93;0.73;1000
0.93;0.74;1000
0.93;0.75;1000
0.93;0.76;1000
0.93;0.77;1000
0.93;0.78;1000
0.93;0.79;1000
0.93;0.8;1000
0.93;0.81;1000
0.93;0.82;1000
0.93;0.83;1000
0.93;0.84;1000
0.93;0.85;1000
0.93;0.86;1000
0.93;0.87;1000
0.93;0.88;1000
0.93;0.89;1000
0.93;0.9;1000
0.93;0.91;1000
0.93;0.92;1000
0.93;0.93;1000
0.94;0.0;4
0.94;0.01;4
0.94;0.02;5
0.94;0.03;5
0.94;0.04;5
0.94;0.05;5
0.94;0.06;1000
0.94;0.07;1000
0.94;0.08;1000
0.94;0.09;1000
0.94;0.1;1000
0.94;0.11;1000
0.94;0.12;1000
0.94;0.13;1000
0.94;0.14;1000
0.94;0.15;1000
0.94;0.16;1000
0.94;0.17;1000
0.94;0.18;1000
0.94;0.19;1000
0.94;0.2;1000
0.94;0.21;1000
0.94;0.22;1000
0.94;0.23;1000
0.94;0.24;1000
0.94;0.25;1000
0.94;0.26;1000
0.94;0.27;1000
0.94;0.28;1000
0.94;0.29;1000
0.94;0.3;1000
0.94;0.31;1000
0.94;0.32;1000
0.94;0.33;1000
0.94;0.34;1000
0.94;0.35;1000
0.94;0.36;1000
0.94;0.37;1000
0.94;0.38;1000
0.94;0.39;1000
0.94;0.4;1000
0.94;0.41;1000
0.94;0.42;1000
0.94;0.43;1000
0.94;0.44;1000
0.94;0.45;1000
0.94;0.46;1000
0.94;0.47;1000
0.94;0.48;1000
0.94;0.49;1000
0.94;0.5;1000
0.94;0.51;1000
0.94;0.52;1000
0.94;0.53;1000
0.94;0.54;1000
0.94;0.55;1000
0.94;0.56;1000
0.94;0.57;1000
0.94;0.58;1000
0.94;0.59;1000
0.94;0.6;1000
0.94;0.61;1000
0.94;0.62;1000
0.94;0.63;1000
0.94;0.64;1000
0.94;0.65;1000
0.94;0.66;1000
0.94;0.67;1000
0.94;0.68;1000
0.94;0.69;1000
0.94;0.7;1000
0.94;0.71;1000
0.94;0.72;1000
0.94;0.73;1000
0.94;0.74;1000
0.94;0.75;1000
0.94;0.76;1000
0.94;0.77;1000
0.94;0.78;1000
0.94;0.79;1000
0.94;0.8;1000
0.94;0.81;1000
0.94;0.82;1000
0.94;0.83;1000
0.94;0.84;1000
0.94;0.85;1000
0.94;0.86;1000
0.94;0.87;1000
0.94;0.88;1000
0.94;0.89;1000
0.94;0.9;1000
0.94;0.91;1000
0.94;0.92;1000
0.94;0.93;1000
0.94;0.94;1000
0.95;0.0;4
0.95;0.01;4
0.95;0.02;5
0.95;0.03;5
0.95;0.04;5
0.95;0.05;1000
0.95;0.06;1000
0.95;0.07;1000
0.95;0.08;1000
0.95;0.09;1000
0.95;0.1;1000
0.95;0.11;1000
0.95;0.12;1000
0.95;0.13;1000
0.95;0.14;1000
0.95;0.15;1000
0.95;0.16;1000
0.95;0.17;1000
0.95;0.18;1000
0.95;0.19;1000
0.95;0.2;1000
0.95;0.21;1000
0.95;0.22;1000
0.95;0.23;1000
0.95;0.24;1000
0.95;0.25;1000
0.95;0.26;1000
0.95;0.27;1000
0.95;0.28;1000
0.95;0.29;1000
0.95;0.3;1000
0.95;0.31;1000
0.95;0.32;1000
0.95;0.33;1000
0.95;0.34;1000
0.95;0.35;1000
0.95;0.36;1000
0.95;0.37;1000
0.95;0.38;1000
0.95;0.39;1000
0.95;0.4;1000
0.95;0.41;1000
0.95;0.42;1000
0.95;0.43;1000
0.95;0.44;1000
0.95;0.45;1000
0.95;0.46;1000
0.95;0.47;1000
0.95;0.48;1000
0.95;0.49;1000
0.95;0.5;1000
0.95;0.51;1000
0.95;0.52;1000
0.95;0.53;1000
0.95;0.54;1000
0.95;0.55;1000
0.95;0.56;1000
0.95;0.57;1000
0.95;0.58;1000
0.95;0.59;1000
0.95;0.6;1000
0.95;0.61;1000
0.95;0.62;1000
0.95;0.63;1000
0.95;0.64;1000
0.95;0.65;1000
0.95;0.66;1000
0.95;0.67;1000
0.95;0.68;1000
0.95;0.69;1000
0.95;0.7;1000
0.95;0.71;1000
0.95;0.72;1000
0.95;0.73;1000
0.95;0.74;1000
0.95;0.75;1000
0.95;0.76;1000
0.95;0.77;1000
0.95;0.78;1000
0.95;0.79;1000
0.95;0.8;1000
0.95;0.81;1000
0.95;0.82;1000
0.95;0.83;1000
0.95;0.84;1000
0.95;0.85;1000
0.95;0.86;1000
0.95;0.87;1000
0.95;0.88;1000
0.95;0.89;1000
0.95;0.9;1000
0.95;0.91;1000
0.95;0.92;1000
0.95;0.93;1000
0.95;0.94;1000
0.95;0.95;1000
0.96;0.0;4
0.96;0.01;4
0.96;0.02;5
0.96;0.03;5
0.96;0.04;1000
0.96;0.05;1000
0.96;0.06;1000
0.96;0.07;1000
0.96;0.08;1000
0.96;0.09;1000
0.96;0.1;1000
0.96;0.11;1000
0.96;0.12;1000
0.96;0.13;1000
0.96;0.14;1000
0.96;0.15;1000
0.96;0.16;1000
0.96;0.17;1000
0.96;0.18;1000
0.96;0.19;1000
0.96;0.2;1000
0.96;0.21;1000
0.96;0.22;1000
0.96;0.23;1000
0.96;0.24;1000
0.96;0.25;1000
0.96;0.26;1000
0.96;0.27;1000
0.96;0.28;1000
0.96;0.29;1000
0.96;0.3;1000
0.96;0.31;1000
0.96;0.32;1000
0.96;0.33;1000
0.96;0.34;1000
0.96;0.35;1000
0.96;0.36;1000
0.96;0.37;1000
0.96;0.38;1000
0.96;0.39;1000
0.96;0.4;1000
0.96;0.41;1000
0.96;0.42;1000
0.96;0.43;1000
0.96;0.44;1000
0.96;0.45;1000
0.96;0.46;1000
0.96;0.47;1000
0.96;0.48;1000
0.96;0.49;1000
0.96;0.5;1000
0.96;0.51;1000
0.96;0.52;1000
0.96;0.53;1000
0.96;0.54;1000
0.96;0.55;1000
0.96;0.56;1000
0.96;0.57;1000
0.96;0.58;1000
0.96;0.59;1000
0.96;0.6;1000
0.96;0.61;1000
0.96;0.62;1000
0.96;0.63;1000
0.96;0.64;1000
0.96;0.65;1000
0.96;0.66;1000
0.96;0.67;1000
0.96;0.68;1000
0.96;0.69;1000
0.96;0.7;1000
0.96;0.71;1000
0.96;0.72;1000
0.96;0.73;1000
0.96;0.74;1000
0.96;0.75;1000
0.96;0.76;1000
0.96;0.77;1000
0.96;0.78;1000
0.96;0.79;1000
0.96;0.8;1000
0.96;0.81;1000
0.96;0.82;1000
0.96;0.83;1000
0.96;0.84;1000
0.96;0.85;1000
0.96;0.86;1000
0.96;0.87;1000
0.96;0.88;1000
0.96;0.89;1000
0.96;0.9;1000
0.96;0.91;1000
0.96;0.92;1000
0.96;0.93;1000
0.96;0.94;1000
0.96;0.95;1000
0.96;0.96;1000
0.97;0.0;4
0.97;0.01;4
0.97;0.02;5
0.97;0.03;1000
0.97;0.04;1000
0.97;0.05;1000
0.97;0.06;1000
0.97;0.07;1000
0.97;0.08;1000
0.97;0.09;1000
0.97;0.1;1000
0.97;0.11;1000
0.97;0.12;1000
0.97;0.13;1000
0.97;0.14;1000
0.97;0.15;1000
0.97;0.16;1000
0.97;0.17;1000
0.97;0.18;1000
0.97;0.19;1000
0.97;0.2;1000
0.97;0.21;1000
0.97;0.22;1000
0.97;0.23;1000
0.97;0.24;1000
0.97;0.25;1000
0.97;0.26;1000
0.97;0.27;1000
0.97;0.28;1000
0.97;0.29;1000
0.97;0.3;1000
0.97;0.31;1000
0.97;0.32;1000
0.97;0.33;1000
0.97;0.34;1000
0.97;0.35;1000
0.97;0.36;1000
0.97;0.37;1000
0.97;0.38;1000
0.97;0.39;1000
0.97;0.4;1000
0.97;0.41;1000
0.97;0.42;1000
0.97;0.43;1000
0.97;0.44;1000
0.97;0.45;1000
0.97;0.46;1000
0.97;0.47;1000
0.97;0.48;1000
0.97;0.49;1000
0.97;0.5;1000
0.97;0.51;1000
0.97;0.52;1000
0.97;0.53;1000
0.97;0.54;1000
0.97;0.55;1000
0.97;0.56;1000
0.97;0.57;1000
0.97;0.58;1000
0.97;0.59;1000
0.97;0.6;1000
0.97;0.61;1000
0.97;0.62;1000
0.97;0.63;1000
0.97;0.64;1000
0.97;0.65;1000
0.97;0.66;1000
0.97;0.67;1000
0.97;0.68;1000
0.97;0.69;1000
0.97;0.7;1000
0.97;0.71;1000
0.97;0.72;1000
0.97;0.73;1000
0.97;0.74;1000
0.97;0.75;1000
0.97;0.76;1000
0.97;0.77;1000
0.97;0.78;1000
0.97;0.79;1000
0.97;0.8;1000
0.97;0.81;1000
0.97;0.82;1000
0.97;0.83;1000
0.97;0.84;1000
0.97;0.85;1000
0.97;0.86;1000
0.97;0.87;1000
0.97;0.88;1000
0.97;0.89;1000
0.97;0.9;1000
0.97;0.91;1000
0.97;0.92;1000
0.97;0.93;1000
0.97;0.94;1000
0.97;0.95;1000
0.97;0.96;1000
0.97;0.97;1000
0.98;0.0;4
0.98;0.01;4
0.98;0.02;1000
0.98;0.03;1000
0.98;0.04;1000
0.98;0.05;1000
0.98;0.06;1000
0.98;0.07;1000
0.98;0.08;1000
0.98;0.09;1000
0.98;0.1;1000
0.98;0.11;1000
0.98;0.12;1000
0.98;0.13;1000
0.98;0.14;1000
0.98;0.15;1000
0.98;0.16;1000
0.98;0.17;1000
0.98;0.18;1000
0.98;0.19;1000
0.98;0.2;1000
0.98;0.21;1000
0.98;0.22;1000
0.98;0.23;1000
0.98;0.24;1000
0.98;0.25;1000
0.98;0.26;1000
0.98;0.27;1000
0.98;0.28;1000
0.98;0.29;1000
0.98;0.3;1000
0.98;0.31;1000
0.98;0.32;1000
0.98;0.33;1000
0.98;0.34;1000
0.98;0.35;1000
0.98;0.36;1000
0.98;0.37;1000
0.98;0.38;1000
0.98;0.39;1000
0.98;0.4;1000
0.98;0.41;1000
0.98;0.42;1000
0.98;0.43;1000
0.98;0.44;1000
0.98;0.45;1000
0.98;0.46;1000
0.98;0.47;1000
0.98;0.48;1000
0.98;0.49;1000
0.98;0.5;1000
0.98;0.51;1000
0.98;0.52;1000
0.98;0.53;1000
0.98;0.54;1000
0.98;0.55;1000
0.98;0.56;1000
0.98;0.57;1000
0.98;0.58;1000
0.98;0.59;1000
0.98;0.6;1000
0.98;0.61;1000
0.98;0.62;1000
0.98;0.63;1000
0.98;0.64;1000
0.98;0.65;1000
0.98;0.66;1000
0.98;0.67;1000
0.98;0.68;1000
0.98;0.69;1000
0.98;0.7;1000
0.98;0.71;1000
0.98;0.72;1000
0.98;0.73;1000
0.98;0.74;1000
0.98;0.75;1000
0.98;0.76;1000
0.98;0.77;1000
0.98;0.78;1000
0.98;0.79;1000
0.98;0.8;1000
0.98;0.81;1000
0.98;0.82;1000
0.98;0.83;1000
0.98;0.84;1000
0.98;0.85;1000
0.98;0.86;1000
0.98;0.87;1000
0.98;0.88;1000
0.98;0.89;1000
0.98;0.9;1000
0.98;0.91;1000
0.98;0.92;1000
0.98;0.93;1000
0.98;0.94;1000
0.98;0.95;1000
0.98;0.96;1000
0.98;0.97;1000
0.98;0.98;1000
0.99;0.0;3
0.99;0.01;1000
0.99;0.02;1000
0.99;0.03;1000
0.99;0.04;1000
0.99;0.05;1000
0.99;0.06;1000
0.99;0.07;1000
0.99;0.08;1000
0.99;0.09;1000
0.99;0.1;1000
0.99;0.11;1000
0.99;0.12;1000
0.99;0.13;1000
0.99;0.14;1000
0.99;0.15;1000
0.99;0.16;1000
0.99;0.17;1000
0.99;0.18;1000
0.99;0.19;1000
0.99;0.2;1000
0.99;0.21;1000
0.99;0.22;1000
0.99;0.23;1000
0.99;0.24;1000
0.99;0.25;1000
0.99;0.26;1000
0.99;0.27;1000
0.99;0.28;1000
0.99;0.29;1000
0.99;0.3;1000
0.99;0.31;1000
0.99;0.32;1000
0.99;0.33;1000
0.99;0.34;1000
0.99;0.35;1000
0.99;0.36;1000
0.99;0.37;1000
0.99;0.38;1000
0.99;0.39;1000
0.99;0.4;1000
0.99;0.41;1000
0.99;0.42;1000
0.99;0.43;1000
0.99;0.44;1000
0.99;0.45;1000
0.99;0.46;1000
0.99;0.47;1000
0.99;0.48;1000
0.99;0.49;1000
0.99;0.5;1000
0.99;0.51;1000
0.99;0.52;1000
0.99;0.53;1000
0.99;0.54;1000
0.99;0.55;1000
0.99;0.56;1000
0.99;0.57;1000
0.99;0.58;1000
0.99;0.59;1000
0.99;0.6;1000
0.99;0.61;1000
0.99;0.62;1000
0.99;0.63;1000
0.99;0.64;1000
0.99;0.65;1000
0.99;0.66;1000
0.99;0.67;1000
0.99;0.68;1000
0.99;0.69;1000
0.99;0.7;1000
0.99;0.71;1000
0.99;0.72;1000
0.99;0.73;1000
0.99;0.74;1000
0.99;0.75;1000
0.99;0.76;1000
0.99;0.77;1000
0.99;0.78;1000
0.99;0.79;1000
0.99;0.8;1000
0.99;0.81;1000
0.99;0.82;1000
0.99;0.83;1000
0.99;0.84;1000
0.99;0.85;1000
0.99;0.86;1000
0.99;0.87;1000
0.99;0.88;1000
0.99;0.89;1000
0.99;0.9;1000
0.99;0.91;1000
0.99;0.92;1000
0.99;0.93;1000
0.99;0.94;1000
0.99;0.95;1000
0.99;0.96;1000
0.99;0.97;1000
0.99;0.98;1000
0.99;0.99;1000
1.0;0.0;1000
1.0;0.01;1000
1.0;0.02;1000
1.0;0.03;1000
1.0;0.04;1000
1.0;0.05;1000
1.0;0.06;1000
1.0;0.07;1000
1.0;0.08;1000
1.0;0.09;1000
1.0;0.1;1000
1.0;0.11;1000
1.0;0.12;1000
1.0;0.13;1000
1.0;0.14;1000
1.0;0.15;1000
1.0;0.16;1000
1.0;0.17;1000
1.0;0.18;1000
1.0;0.19;1000
1.0;0.2;1000
1.0;0.21;1000
1.0;0.22;1000
1.0;0.23;1000
1.0;0.24;1000
1.0;0.25;1000
1.0;0.26;1000
1.0;0.27;1000
1.0;0.28;1000
1.0;0.29;1000
1.0;0.3;1000
1.0;0.31;1000
1.0;0.32;1000
1.0;0.33;1000
1.0;0.34;1000
1.0;0.35;1000
1.0;0.36;1000
1.0;0.37;1000
1.0;0.38;1000
1.0;0.39;1000
1.0;0.4;1000
1.0;0.41;1000
1.0;0.42;1000
1.0;0.43;1000
1.0;0.44;1000
1.0;0.45;1000
1.0;0.46;1000
1.0;0.47;1000
1.0;0.48;1000
1.0;0.49;1000
1.0;0.5;1000
1.0;0.51;1000
1.0;0.52;1000
1.0;0.53;1000
1.0;0.54;1000
1.0;0.55;1000
1.0;0.56;1000
1.0;0.57;1000
1.0;0.58;1000
1.0;0.59;1000
1.0;0.6;1000
1.0;0.61;1000
1.0;0.62;1000
1.0;0.63;1000
1.0;0.64;1000
1.0;0.65;1000
1.0;0.66;1000
1.0;0.67;1000
1.0;0.68;1000
1.0;0.69;1000
1.0;0.7;1000
1.0;0.71;1000
1.0;0.72;1000
1.0;0.73;1000
1.0;0.74;1000
1.0;0.75;1000
1.0;0.76;1000
1.0;0.77;1000
1.0;0.78;1000
1.0;0.79;1000
1.0;0.8;1000
1.0;0.81;1000
1.0;0.82;1000
1.0;0.83;1000
1.0;0.84;1000
1.0;0.85;1000
1.0;0.86;1000
1.0;0.87;1000
1.0;0.88;1000
1.0;0.89;1000
1.0;0.9;1000
1.0;0.91;1000
1.0;0.92;1000
1.0;0.93;1000
1.0;0.94;1000
1.0;0.95;1000
1.0;0.96;1000
1.0;0.97;1000
1.0;0.98;1000
1.0;0.99;1000
1.0;1.0;1000
